,Actual,Predicted,,,,,,,,,,,,,,,,
33238,197,212.0971,,,,42026,2014,10,18,1,197,7,11,1017,NW,2.68,0,0
33239,200,191.19408,,,,42027,2014,10,18,2,200,7,9,1017,NE,1.79,0,0
33240,197,193.40567,,,,42028,2014,10,18,3,197,6,9,1017,NW,1.79,0,0
33241,193,190.17337,,,,42029,2014,10,18,4,193,6,8,1016,cv,0.89,0,0
33242,180,194.15096,,,,42030,2014,10,18,5,180,6,8,1017,NW,1.79,0,0
33243,117,176.84227,,,,42031,2014,10,18,6,117,6,8,1017,NW,3.58,0,0
33244,110,109.077805,,,,42032,2014,10,18,7,110,5,8,1018,NW,5.37,0,0
33245,111,105.046814,,,,42033,2014,10,18,8,111,7,11,1018,NW,8.5,0,0
33246,94,108.02912,,,,42034,2014,10,18,9,94,7,14,1019,NE,1.79,0,0
33247,112,87.91748,,,,42035,2014,10,18,10,112,7,17,1018,cv,0.89,0,0
33248,110,114.2127,,,,42036,2014,10,18,11,110,8,20,1018,cv,1.78,0,0
33249,155,112.853836,,,,42037,2014,10,18,12,155,8,22,1017,cv,2.67,0,0
33250,186,167.38301,,,,42038,2014,10,18,13,186,8,23,1016,cv,4.46,0,0
33251,194,197.44223,,,,42039,2014,10,18,14,194,8,24,1015,cv,5.35,0,0
33252,210,201.53918,,,,42040,2014,10,18,15,210,8,24,1014,SE,3.13,0,0
33253,215,216.26337,,,,42041,2014,10,18,16,215,8,23,1015,SE,6.26,0,0
33254,230,217.5505,,,,42042,2014,10,18,17,230,10,21,1014,SE,8.05,0,0
33255,239,235.00044,,,,42043,2014,10,18,18,239,12,17,1015,NE,0.89,0,0
33256,272,240.59065,,,,42044,2014,10,18,19,272,12,15,1015,NE,1.78,0,0
33257,296,267.76233,,,,42045,2014,10,18,20,296,11,14,1015,SE,0.89,0,0
33258,315,293.67667,,,,42046,2014,10,18,21,315,11,13,1016,SE,1.78,0,0
33259,357,314.80817,,,,42047,2014,10,18,22,357,11,13,1016,cv,0.89,0,0
33260,382,365.18643,,,,42048,2014,10,18,23,382,12,14,1016,cv,1.34,0,0
33261,406,387.63452,,,,42049,2014,10,19,0,406,11,14,1015,cv,2.23,0,0
33262,405,411.4579,,,,42050,2014,10,19,1,405,11,15,1015,cv,4.02,0,0
33263,389,405.5569,,,,42051,2014,10,19,2,389,12,14,1015,NE,0.89,0,0
33264,397,386.3804,,,,42052,2014,10,19,3,397,12,14,1014,SE,0.89,0,0
33265,413,393.7206,,,,42053,2014,10,19,4,413,12,13,1014,cv,0.89,0,0
33266,373,413.60474,,,,42054,2014,10,19,5,373,12,13,1014,NE,0.89,0,0
33267,362,364.24823,,,,42055,2014,10,19,6,362,12,13,1014,cv,0.89,0,0
33268,356,358.25934,,,,42056,2014,10,19,7,356,11,13,1014,cv,1.78,0,0
33269,344,354.2321,,,,42057,2014,10,19,8,344,12,15,1015,SE,1.79,0,0
33270,352,342.19666,,,,42058,2014,10,19,9,352,12,16,1015,cv,0.89,0,0
33271,357,353.09467,,,,42059,2014,10,19,10,357,12,17,1015,SE,1.79,0,0
33272,353,357.06363,,,,42060,2014,10,19,11,353,12,18,1015,SE,3.58,0,0
33273,292,350.94507,,,,42061,2014,10,19,12,292,11,20,1014,SE,6.71,0,0
33274,213,278.43143,,,,42062,2014,10,19,13,213,11,20,1014,SE,10.73,0,0
33275,210,198.44453,,,,42063,2014,10,19,14,210,12,20,1013,SE,13.86,0,0
33276,183,209.63086,,,,42064,2014,10,19,15,183,12,20,1013,SE,16.99,0,0
33277,161,181.05424,,,,42065,2014,10,19,16,161,12,20,1013,SE,20.12,0,0
33278,153,159.76653,,,,42066,2014,10,19,17,153,12,19,1013,SE,21.91,0,0
33279,169,154.97617,,,,42067,2014,10,19,18,169,13,16,1014,NE,0.89,0,0
33280,196,172.3483,,,,42068,2014,10,19,19,196,13,17,1014,cv,0.89,0,0
33281,200,202.591,,,,42069,2014,10,19,20,200,13,16,1015,SE,0.89,0,0
33282,197,202.17857,,,,42070,2014,10,19,21,197,13,16,1015,SE,2.68,0,0
33283,178,199.49689,,,,42071,2014,10,19,22,178,13,16,1015,SE,5.81,0,0
33284,161,177.04614,,,,42072,2014,10,19,23,161,13,16,1016,SE,7.6,0,0
33285,161,160.02531,,,,42073,2014,10,20,0,161,13,16,1016,SE,9.39,0,0
33286,166,162.76927,,,,42074,2014,10,20,1,166,13,15,1016,SE,10.28,0,0
33287,171,169.5773,,,,42075,2014,10,20,2,171,13,15,1016,SE,12.07,0,0
33288,177,174.07428,,,,42076,2014,10,20,3,177,12,13,1015,NE,0.89,0,0
33289,177,177.56645,,,,42077,2014,10,20,4,177,12,12,1015,NE,1.78,0,0
33290,189,172.54782,,,,42078,2014,10,20,5,189,11,11,1016,cv,0.89,0,0
33291,187,191.66367,,,,42079,2014,10,20,6,187,11,11,1016,cv,1.78,0,0
33292,192,190.68774,,,,42080,2014,10,20,7,192,12,12,1017,SE,0.89,0,0
33293,203,196.0902,,,,42081,2014,10,20,8,203,12,13,1017,cv,0.89,0,0
33294,234,208.7831,,,,42082,2014,10,20,9,234,14,14,1018,cv,1.78,0,0
33295,261,244.39688,,,,42083,2014,10,20,10,261,12,17,1018,NE,4.02,0,0
33296,265,261.87613,,,,42084,2014,10,20,11,265,13,16,1018,SE,4.92,0,0
33297,268,263.9673,,,,42085,2014,10,20,12,268,13,16,1018,SE,8.94,0,0
33298,285,266.0613,,,,42086,2014,10,20,13,285,13,16,1018,SE,12.96,0,0
33299,264,286.86624,,,,42087,2014,10,20,14,264,14,17,1018,SE,14.75,0,0
33300,253,260.49368,,,,42088,2014,10,20,15,253,13,18,1018,SE,16.54,0,0
33301,0,248.8645,,,,42089,2014,10,20,16,NA,13,17,1018,SE,18.33,0,0
33302,239,-33.67044,,,,42090,2014,10,20,17,239,13,17,1018,SE,20.12,0,0
33303,256,264.90292,,,,42091,2014,10,20,18,256,13,15,1020,cv,0.45,0,0
33304,253,269.76526,,,,42092,2014,10,20,19,253,13,15,1021,SE,0.89,0,0
33305,262,253.89093,,,,42093,2014,10,20,20,262,13,16,1022,SE,2.68,0,0
33306,239,262.542,,,,42094,2014,10,20,21,239,13,15,1022,SE,4.47,0,0
33307,143,235.0845,,,,42095,2014,10,20,22,143,10,15,1023,SE,7.6,0,0
33308,71,125.29081,,,,42096,2014,10,20,23,71,9,14,1023,SE,9.39,0,0
33309,61,61.00341,,,,42097,2014,10,21,0,61,7,14,1024,SE,12.52,0,0
33310,34,60.374832,,,,42098,2014,10,21,1,34,7,13,1024,SE,14.31,0,0
33311,36,34.450005,,,,42099,2014,10,21,2,36,6,13,1025,SE,15.2,0,0
33312,33,38.986557,,,,42100,2014,10,21,3,33,6,12,1024,SE,16.09,0,0
33313,31,37.3735,,,,42101,2014,10,21,4,31,3,12,1024,SE,19.22,0,0
33314,24,33.3453,,,,42102,2014,10,21,5,24,2,12,1024,SE,20.11,0,0
33315,31,25.942427,,,,42103,2014,10,21,6,31,1,12,1024,SE,21.9,0,0
33316,38,34.690853,,,,42104,2014,10,21,7,38,0,12,1025,SE,25.03,0,0
33317,38,40.9087,,,,42105,2014,10,21,8,38,-2,13,1026,SE,28.16,0,0
33318,38,38.364147,,,,42106,2014,10,21,9,38,-3,13,1026,SE,31.29,0,0
33319,38,39.372253,,,,42107,2014,10,21,10,38,-2,13,1026,SE,34.42,0,0
33320,36,41.047874,,,,42108,2014,10,21,11,36,-3,13,1026,SE,37.55,0,0
33321,38,38.19171,,,,42109,2014,10,21,12,38,-4,14,1026,SE,40.68,0,0
33322,37,39.401398,,,,42110,2014,10,21,13,37,-3,14,1025,SE,42.47,0,0
33323,36,40.23707,,,,42111,2014,10,21,14,36,-3,15,1024,cv,1.79,0,0
33324,35,41.37016,,,,42112,2014,10,21,15,35,-4,15,1023,SE,4.02,0,0
33325,33,39.23979,,,,42113,2014,10,21,16,33,-3,15,1023,SE,7.15,0,0
33326,41,37.67541,,,,42114,2014,10,21,17,41,-3,13,1023,SE,8.94,0,0
33327,38,46.836952,,,,42115,2014,10,21,18,38,0,10,1023,cv,0.89,0,0
33328,51,47.482697,,,,42116,2014,10,21,19,51,3,9,1024,cv,1.78,0,0
33329,67,61.650776,,,,42117,2014,10,21,20,67,2,8,1024,SE,0.89,0,0
33330,84,74.33917,,,,42118,2014,10,21,21,84,3,7,1024,SE,2.68,0,0
33331,91,90.26688,,,,42119,2014,10,21,22,91,2,8,1025,SE,4.47,0,0
33332,97,92.23358,,,,42120,2014,10,21,23,97,3,6,1025,NE,0.89,0,0
33333,60,98.35478,,,,42121,2014,10,22,0,60,3,6,1025,cv,0.89,0,0
33334,50,60.517113,,,,42122,2014,10,22,1,50,3,7,1024,cv,1.78,0,0
33335,47,52.225735,,,,42123,2014,10,22,2,47,3,6,1024,cv,2.67,0,0
33336,52,52.697685,,,,42124,2014,10,22,3,52,4,7,1024,NE,0.89,0,0
33337,73,57.345467,,,,42125,2014,10,22,4,73,4,7,1024,cv,0.89,0,0
33338,111,79.65663,,,,42126,2014,10,22,5,111,3,8,1024,cv,1.78,0,0
33339,104,118.23574,,,,42127,2014,10,22,6,104,3,8,1024,cv,2.67,0,0
33340,90,107.527214,,,,42128,2014,10,22,7,90,3,8,1024,cv,3.12,0,0
33341,84,92.385735,,,,42129,2014,10,22,8,84,3,9,1025,cv,4.01,0,0
33342,79,86.470116,,,,42130,2014,10,22,9,79,2,10,1025,cv,4.9,0,0
33343,83,81.33348,,,,42131,2014,10,22,10,83,3,10,1024,cv,5.79,0,0
33344,92,89.203735,,,,42132,2014,10,22,11,92,4,11,1024,cv,6.68,0,0
33345,104,98.765465,,,,42133,2014,10,22,12,104,5,11,1023,SE,1.79,0,0
33346,100,110.30676,,,,42134,2014,10,22,13,100,6,12,1022,SE,3.58,0,0
33347,101,102.95696,,,,42135,2014,10,22,14,101,6,13,1021,SE,6.71,0,0
33348,86,102.862335,,,,42136,2014,10,22,15,86,6,13,1021,SE,9.84,0,0
33349,85,86.43675,,,,42137,2014,10,22,16,85,7,13,1020,SE,11.63,0,0
33350,83,88.43415,,,,42138,2014,10,22,17,83,7,12,1020,SE,13.42,0,0
33351,97,86.764465,,,,42139,2014,10,22,18,97,6,12,1020,NE,1.79,0,0
33352,117,98.823555,,,,42140,2014,10,22,19,117,7,12,1020,NE,3.58,0,0
33353,124,115.787056,,,,42141,2014,10,22,20,124,7,12,1020,cv,0.89,0,0
33354,127,127.92536,,,,42142,2014,10,22,21,127,7,12,1020,cv,1.78,0,0
33355,132,131.44626,,,,42143,2014,10,22,22,132,7,11,1020,cv,2.23,0,0
33356,130,139.36246,,,,42144,2014,10,22,23,130,7,12,1019,cv,2.68,0,0
33357,126,135.49326,,,,42145,2014,10,23,0,126,8,12,1019,NE,0.89,0,0
33358,119,129.09438,,,,42146,2014,10,23,1,119,8,11,1019,cv,0.89,0,0
33359,108,122.74137,,,,42147,2014,10,23,2,108,7,12,1018,SE,0.89,0,0
33360,108,107.81851,,,,42148,2014,10,23,3,108,7,11,1018,cv,0.89,0,0
33361,102,113.78555,,,,42149,2014,10,23,4,102,8,11,1017,NW,0.89,0,0
33362,110,105.565216,,,,42150,2014,10,23,5,110,8,11,1017,NW,1.78,0,0
33363,113,112.00322,,,,42151,2014,10,23,6,113,8,11,1017,cv,0.89,0,0
33364,108,117.35842,,,,42152,2014,10,23,7,108,8,12,1017,cv,1.78,0,0
33365,116,112.14849,,,,42153,2014,10,23,8,116,8,12,1017,NE,1.79,0,0
33366,130,120.88262,,,,42154,2014,10,23,9,130,7,13,1017,NW,3.13,0,0
33367,134,128.96194,,,,42155,2014,10,23,10,134,7,14,1016,NE,1.79,0,0
33368,136,128.66017,,,,42156,2014,10,23,11,136,7,15,1016,cv,0.89,0,0
33369,145,138.06245,,,,42157,2014,10,23,12,145,7,15,1015,cv,1.78,0,0
33370,149,150.71284,,,,42158,2014,10,23,13,149,7,16,1014,cv,2.67,0,0
33371,133,156.35196,,,,42159,2014,10,23,14,133,8,16,1013,cv,3.56,0,0
33372,143,138.84148,,,,42160,2014,10,23,15,143,8,16,1012,SE,1.79,0,0
33373,149,150.42838,,,,42161,2014,10,23,16,149,8,16,1012,SE,3.58,0,0
33374,164,153.69353,,,,42162,2014,10,23,17,164,8,14,1012,SE,5.37,0,0
33375,170,169.26001,,,,42163,2014,10,23,18,170,9,13,1012,cv,0.45,0,0
33376,174,177.77922,,,,42164,2014,10,23,19,174,9,12,1013,cv,1.34,0,0
33377,191,181.46788,,,,42165,2014,10,23,20,191,9,10,1013,cv,2.23,0,0
33378,196,201.8138,,,,42166,2014,10,23,21,196,9,9,1013,SE,0.89,0,0
33379,195,202.28983,,,,42167,2014,10,23,22,195,8,9,1013,SE,1.78,0,0
33380,214,196.604,,,,42168,2014,10,23,23,214,8,9,1013,NE,0.89,0,0
33381,227,212.41765,,,,42169,2014,10,24,0,227,8,9,1012,NW,0.89,0,0
33382,217,223.25009,,,,42170,2014,10,24,1,217,9,10,1012,cv,0.89,0,0
33383,195,217.40756,,,,42171,2014,10,24,2,195,8,9,1012,NW,1.79,0,0
33384,183,191.37495,,,,42172,2014,10,24,3,183,8,9,1012,NW,3.58,0,0
33385,179,179.69919,,,,42173,2014,10,24,4,179,8,8,1012,NW,5.37,0,0
33386,191,175.09856,,,,42174,2014,10,24,5,191,7,8,1012,NW,7.16,0,0
33387,178,187.35246,,,,42175,2014,10,24,6,178,7,8,1012,NW,8.95,0,0
33388,183,172.95955,,,,42176,2014,10,24,7,183,7,8,1012,NW,10.74,0,0
33389,185,178.99751,,,,42177,2014,10,24,8,185,8,10,1012,NW,12.53,0,0
33390,192,180.5719,,,,42178,2014,10,24,9,192,9,12,1013,NW,15.66,0,0
33391,199,187.0823,,,,42179,2014,10,24,10,199,10,14,1013,NW,18.79,0,0
33392,231,194.18724,,,,42180,2014,10,24,11,231,11,16,1012,cv,0.89,0,0
33393,253,236.34424,,,,42181,2014,10,24,12,253,12,17,1011,cv,1.78,0,0
33394,281,261.61618,,,,42182,2014,10,24,13,281,12,17,1010,cv,2.67,0,0
33395,294,293.36453,,,,42183,2014,10,24,14,294,12,18,1010,SE,1.79,0,0
33396,317,299.73816,,,,42184,2014,10,24,15,317,12,17,1009,SE,3.58,0,0
33397,318,322.41174,,,,42185,2014,10,24,16,318,12,17,1009,SE,5.37,0,0
33398,323,318.58856,,,,42186,2014,10,24,17,323,12,15,1010,SE,6.26,0,0
33399,339,324.14,,,,42187,2014,10,24,18,339,11,13,1011,NE,0.89,0,0
33400,341,335.01666,,,,42188,2014,10,24,19,341,12,13,1011,cv,0.45,0,0
33401,346,342.72125,,,,42189,2014,10,24,20,346,11,12,1011,NE,0.89,0,0
33402,356,338.77725,,,,42190,2014,10,24,21,356,10,10,1012,cv,0.89,0,0
33403,383,358.7126,,,,42191,2014,10,24,22,383,10,11,1011,NE,0.89,0,0
33404,363,376.72308,,,,42192,2014,10,24,23,363,10,11,1011,cv,0.45,0,0
33405,381,361.53354,,,,42193,2014,10,25,0,381,10,11,1012,cv,0.9,0,0
33406,352,383.26834,,,,42194,2014,10,25,1,352,10,10,1012,NW,1.79,0,0
33407,319,348.59357,,,,42195,2014,10,25,2,319,9,10,1012,NW,3.58,0,0
33408,310,308.37112,,,,42196,2014,10,25,3,310,10,10,1011,NE,0.89,0,0
33409,331,297.8815,,,,42197,2014,10,25,4,331,9,9,1011,NW,1.79,0,0
33410,332,322.4291,,,,42198,2014,10,25,5,332,8,8,1011,NW,3.58,0,0
33411,315,322.64594,,,,42199,2014,10,25,6,315,8,9,1011,NW,5.37,0,0
33412,312,304.32092,,,,42200,2014,10,25,7,312,10,10,1011,NW,7.16,0,0
33413,310,303.40982,,,,42201,2014,10,25,8,310,11,12,1012,NW,10.29,0,0
33414,324,301.1589,,,,42202,2014,10,25,9,324,11,13,1012,NW,12.08,0,0
33415,330,316.15057,,,,42203,2014,10,25,10,330,12,14,1012,NW,13.87,0,0
33416,324,322.56735,,,,42204,2014,10,25,11,324,13,16,1012,cv,0.89,0,0
33417,331,323.3789,,,,42205,2014,10,25,12,331,12,17,1011,cv,1.78,0,0
33418,346,333.6854,,,,42206,2014,10,25,13,346,13,18,1011,SE,1.79,0,0
33419,352,351.11142,,,,42207,2014,10,25,14,352,13,19,1010,SE,3.58,0,0
33420,376,353.38266,,,,42208,2014,10,25,15,376,13,19,1010,SE,5.37,0,0
33421,402,378.10458,,,,42209,2014,10,25,16,402,13,19,1010,SE,7.16,0,0
33422,423,404.8892,,,,42210,2014,10,25,17,423,13,17,1010,SE,8.05,0,0
33423,440,426.41245,,,,42211,2014,10,25,18,440,13,15,1011,cv,0.89,0,0
33424,449,443.86676,,,,42212,2014,10,25,19,449,12,13,1011,SE,0.89,0,0
33425,472,451.4519,,,,42213,2014,10,25,20,472,14,15,1012,SE,2.68,0,0
33426,453,472.7314,,,,42214,2014,10,25,21,453,12,13,1012,cv,0.89,0,0
33427,413,447.42325,,,,42215,2014,10,25,22,413,12,12,1013,cv,1.78,0,0
33428,396,407.25037,,,,42216,2014,10,25,23,396,13,13,1014,cv,2.67,0,0
33429,395,394.33627,,,,42217,2014,10,26,0,395,13,13,1014,NW,1.79,0,0
33430,379,395.22104,,,,42218,2014,10,26,1,379,13,13,1015,NW,3.58,0,0
33431,341,371.06604,,,,42219,2014,10,26,2,341,12,12,1016,NW,6.71,0,0
33432,312,326.82483,,,,42220,2014,10,26,3,312,10,10,1016,NW,10.73,0,0
33433,257,298.94684,,,,42221,2014,10,26,4,257,9,11,1017,NE,1.79,0,0
33434,183,239.14215,,,,42222,2014,10,26,5,183,3,14,1019,NW,4.02,0,0
33435,39,159.4587,,,,42223,2014,10,26,6,39,0,14,1020,NW,9.83,0,0
33436,16,17.52746,,,,42224,2014,10,26,7,16,-2,14,1022,NE,7.15,0,0
33437,14,10.890191,,,,42225,2014,10,26,8,14,-4,14,1025,NE,12.96,0,0
33438,16,10.932603,,,,42226,2014,10,26,9,16,-4,14,1026,NE,20.11,0,0
33439,10,14.402199,,,,42227,2014,10,26,10,10,-8,15,1027,NE,28.16,0,0
33440,10,6.467265,,,,42228,2014,10,26,11,10,-9,16,1027,NE,35.31,0,0
33441,9,7.5745997,,,,42229,2014,10,26,12,9,-12,16,1027,NE,43.36,0,0
33442,7,7.079446,,,,42230,2014,10,26,13,7,-11,16,1026,NE,49.17,0,0
33443,9,7.5030537,,,,42231,2014,10,26,14,9,-13,17,1026,NE,54.09,0,0
33444,9,8.115194,,,,42232,2014,10,26,15,9,-11,18,1026,NE,58.11,0,0
33445,10,8.873834,,,,42233,2014,10,26,16,10,-14,17,1026,NE,62.13,0,0
33446,8,9.266146,,,,42234,2014,10,26,17,8,-12,16,1026,NE,65.26,0,0
33447,9,9.136527,,,,42235,2014,10,26,18,9,-12,14,1027,NE,68.39,0,0
33448,17,10.484415,,,,42236,2014,10,26,19,17,-13,14,1027,NE,72.41,0,0
33449,15,16.846851,,,,42237,2014,10,26,20,15,-13,13,1028,NW,4.92,0,0
33450,15,15.93962,,,,42238,2014,10,26,21,15,-13,12,1029,NE,4.02,0,0
33451,12,15.80786,,,,42239,2014,10,26,22,12,-12,9,1030,NE,7.15,0,0
33452,9,14.6341715,,,,42240,2014,10,26,23,9,-13,10,1031,NE,11.17,0,0
33453,10,8.726373,,,,42241,2014,10,27,0,10,-14,11,1031,NE,15.19,0,0
33454,9,9.008672,,,,42242,2014,10,27,1,9,-15,10,1032,NE,19.21,0,0
33455,12,8.819344,,,,42243,2014,10,27,2,12,-13,9,1032,NE,22.34,0,0
33456,9,14.093003,,,,42244,2014,10,27,3,9,-13,9,1032,NE,25.47,0,0
33457,13,10.30782,,,,42245,2014,10,27,4,13,-11,8,1032,NE,27.26,0,0
33458,14,15.200646,,,,42246,2014,10,27,5,14,-9,6,1032,cv,0.89,0,0
33459,12,23.039999,,,,42247,2014,10,27,6,12,-5,3,1033,cv,1.34,0,0
33460,24,20.416725,,,,42248,2014,10,27,7,24,-5,3,1033,cv,2.23,0,0
33461,23,30.919994,,,,42249,2014,10,27,8,23,-7,8,1034,cv,3.12,0,0
33462,31,21.424446,,,,42250,2014,10,27,9,31,-10,10,1034,cv,4.01,0,0
33463,57,31.220139,,,,42251,2014,10,27,10,57,-9,11,1034,cv,5.8,0,0
33464,43,63.139423,,,,42252,2014,10,27,11,43,-11,13,1034,cv,7.59,0,0
33465,35,42.097298,,,,42253,2014,10,27,12,35,-9,13,1033,SE,3.13,0,0
33466,31,37.147625,,,,42254,2014,10,27,13,31,-10,14,1032,SE,7.15,0,0
33467,30,32.885475,,,,42255,2014,10,27,14,30,-9,14,1031,SE,10.28,0,0
33468,25,32.81008,,,,42256,2014,10,27,15,25,-7,15,1030,SE,14.3,0,0
33469,33,28.199667,,,,42257,2014,10,27,16,33,-5,14,1030,SE,17.43,0,0
33470,39,38.41697,,,,42258,2014,10,27,17,39,-6,13,1029,SE,20.56,0,0
33471,40,43.323227,,,,42259,2014,10,27,18,40,-6,11,1030,SE,23.69,0,0
33472,60,43.2541,,,,42260,2014,10,27,19,60,-6,11,1030,SE,27.71,0,0
33473,68,63.943974,,,,42261,2014,10,27,20,68,-4,10,1030,SE,30.84,0,0
33474,57,71.8468,,,,42262,2014,10,27,21,57,-2,9,1030,SE,33.97,0,0
33475,51,59.221672,,,,42263,2014,10,27,22,51,0,8,1030,SE,35.76,0,0
33476,26,53.868412,,,,42264,2014,10,27,23,26,1,5,1030,NE,0.89,0,0
33477,50,28.276901,,,,42265,2014,10,28,0,50,1,5,1030,SE,1.79,0,0
33478,42,54.31756,,,,42266,2014,10,28,1,42,0,5,1030,cv,0.89,0,0
33479,43,44.301254,,,,42267,2014,10,28,2,43,1,5,1029,NE,0.89,0,0
33480,74,46.066963,,,,42268,2014,10,28,3,74,1,5,1029,cv,0.89,0,0
33481,87,81.67387,,,,42269,2014,10,28,4,87,0,4,1029,SE,0.89,0,0
33482,78,89.19637,,,,42270,2014,10,28,5,78,0,3,1029,SE,1.78,0,0
33483,77,78.92724,,,,42271,2014,10,28,6,77,1,3,1029,NE,0.89,0,0
33484,91,76.87596,,,,42272,2014,10,28,7,91,1,3,1029,NE,1.78,0,0
33485,99,89.54564,,,,42273,2014,10,28,8,99,3,6,1029,NE,2.67,0,0
33486,92,94.31572,,,,42274,2014,10,28,9,92,1,8,1029,cv,0.89,0,0
33487,83,91.38311,,,,42275,2014,10,28,10,83,2,10,1029,cv,1.78,0,0
33488,94,82.34424,,,,42276,2014,10,28,11,94,3,11,1028,cv,2.67,0,0
33489,90,99.74423,,,,42277,2014,10,28,12,90,3,13,1027,cv,4.46,0,0
33490,68,92.957535,,,,42278,2014,10,28,13,68,3,14,1026,cv,6.25,0,0
33491,60,68.96174,,,,42279,2014,10,28,14,60,2,14,1025,SE,3.13,0,0
33492,53,62.739223,,,,42280,2014,10,28,15,53,2,14,1025,cv,3.13,0,0
33493,51,57.331306,,,,42281,2014,10,28,16,51,2,14,1025,SE,1.79,0,0
33494,52,54.554127,,,,42282,2014,10,28,17,52,2,14,1024,SE,4.92,0,0
33495,51,56.379723,,,,42283,2014,10,28,18,51,2,13,1025,SE,8.05,0,0
33496,47,54.215115,,,,42284,2014,10,28,19,47,2,14,1025,SE,11.18,0,0
33497,47,48.8787,,,,42285,2014,10,28,20,47,3,12,1025,cv,0.89,0,0
33498,59,53.908638,,,,42286,2014,10,28,21,59,5,10,1025,SE,0.89,0,0
33499,59,67.58448,,,,42287,2014,10,28,22,59,5,10,1025,SE,1.78,0,0
33500,74,63.52649,,,,42288,2014,10,28,23,74,6,9,1025,SE,2.67,0,0
33501,93,79.39553,,,,42289,2014,10,29,0,93,5,8,1025,NE,0.89,0,0
33502,101,95.775536,,,,42290,2014,10,29,1,101,5,8,1025,cv,0.89,0,0
33503,111,105.56194,,,,42291,2014,10,29,2,111,6,7,1025,cv,1.34,0,0
33504,139,116.86715,,,,42292,2014,10,29,3,139,5,7,1024,cv,2.23,0,0
33505,129,148.14748,,,,42293,2014,10,29,4,129,5,6,1024,NW,0.89,0,0
33506,127,130.03621,,,,42294,2014,10,29,5,127,4,5,1024,NW,1.78,0,0
33507,114,125.53362,,,,42295,2014,10,29,6,114,5,6,1024,NW,3.57,0,0
33508,98,109.782394,,,,42296,2014,10,29,7,98,4,6,1025,NW,5.36,0,0
33509,102,92.80893,,,,42297,2014,10,29,8,102,5,8,1025,NW,7.15,0,0
33510,106,98.64321,,,,42298,2014,10,29,9,106,6,10,1025,NW,8.94,0,0
33511,111,103.10836,,,,42299,2014,10,29,10,111,5,12,1025,NW,10.73,0,0
33512,106,106.78192,,,,42300,2014,10,29,11,106,4,14,1025,cv,0.89,0,0
33513,105,105.486115,,,,42301,2014,10,29,12,105,4,15,1024,cv,1.78,0,0
33514,108,107.62964,,,,42302,2014,10,29,13,108,4,16,1024,cv,2.67,0,0
33515,107,112.923874,,,,42303,2014,10,29,14,107,4,16,1023,cv,4.46,0,0
33516,113,112.5726,,,,42304,2014,10,29,15,113,4,16,1023,cv,5.35,0,0
33517,126,119.60326,,,,42305,2014,10,29,16,126,4,15,1023,SE,1.79,0,0
33518,141,131.97144,,,,42306,2014,10,29,17,141,6,14,1023,NE,0.89,0,0
33519,158,144.4805,,,,42307,2014,10,29,18,158,7,12,1023,SE,0.89,0,0
33520,170,161.32364,,,,42308,2014,10,29,19,170,7,11,1023,SE,1.78,0,0
33521,176,171.55167,,,,42309,2014,10,29,20,176,7,11,1023,SE,2.67,0,0
33522,183,177.04047,,,,42310,2014,10,29,21,183,7,11,1023,SE,3.56,0,0
33523,193,183.59329,,,,42311,2014,10,29,22,193,7,12,1024,cv,0.45,0,0
33524,215,195.91803,,,,42312,2014,10,29,23,215,8,11,1024,SE,0.89,0,0
33525,215,219.7263,,,,42313,2014,10,30,0,215,7,11,1023,SE,1.78,0,1
33526,210,214.75151,,,,42314,2014,10,30,1,210,7,11,1023,SE,2.67,0,0
33527,214,207.91841,,,,42315,2014,10,30,2,214,7,11,1023,SE,3.56,0,0
33528,214,212.95163,,,,42316,2014,10,30,3,214,6,11,1023,cv,0.89,0,0
33529,272,215.3264,,,,42317,2014,10,30,4,272,7,10,1022,NE,1.79,0,0
33530,198,276.50052,,,,42318,2014,10,30,5,198,7,10,1022,NW,1.79,0,0
33531,176,186.36725,,,,42319,2014,10,30,6,176,8,10,1022,cv,0.45,0,0
33532,159,172.82816,,,,42320,2014,10,30,7,159,8,10,1023,cv,0.9,0,0
33533,158,158.7532,,,,42321,2014,10,30,8,158,8,11,1024,cv,1.35,0,0
33534,137,160.68501,,,,42322,2014,10,30,9,137,7,12,1024,NE,1.79,0,1
33535,156,132.8044,,,,42323,2014,10,30,10,156,7,12,1024,NE,2.68,0,0
33536,161,152.33823,,,,42324,2014,10,30,11,161,6,13,1024,cv,0.89,0,0
33537,163,161.74614,,,,42325,2014,10,30,12,163,6,14,1023,cv,1.78,0,0
33538,178,164.84068,,,,42326,2014,10,30,13,178,7,14,1022,NE,0.89,0,0
33539,180,181.17555,,,,42327,2014,10,30,14,180,7,15,1022,cv,0.89,0,0
33540,179,182.37056,,,,42328,2014,10,30,15,179,6,15,1021,SE,1.79,0,0
33541,182,177.39432,,,,42329,2014,10,30,16,182,6,15,1021,cv,0.89,0,0
33542,192,185.94325,,,,42330,2014,10,30,17,192,7,14,1021,cv,1.34,0,0
33543,199,198.77818,,,,42331,2014,10,30,18,199,8,13,1022,cv,1.79,0,0
33544,208,206.44548,,,,42332,2014,10,30,19,208,8,12,1022,cv,2.68,0,0
33545,212,215.21083,,,,42333,2014,10,30,20,212,8,13,1022,NW,1.79,0,0
33546,193,212.29369,,,,42334,2014,10,30,21,193,8,12,1023,cv,0.89,0,0
