,Actual,Predicted,Dates
28763,239.0,259.4044,2014-04-14 14:00:00
28764,225.0,236.15259,2014-04-14 15:00:00
28765,0.0,226.50507,2014-04-14 16:00:00
28766,0.0,-20.492146,2014-04-14 17:00:00
28767,224.0,11.62118,2014-04-14 18:00:00
28768,246.0,253.51862,2014-04-14 19:00:00
28769,252.0,252.3785,2014-04-14 20:00:00
28770,274.0,254.20929,2014-04-14 21:00:00
28771,187.0,279.3602,2014-04-14 22:00:00
28772,80.0,175.78934,2014-04-14 23:00:00
28773,56.0,66.713165,2014-04-15 00:00:00
28774,55.0,63.775448,2014-04-15 01:00:00
28775,55.0,66.15593,2014-04-15 02:00:00
28776,57.0,62.067944,2014-04-15 03:00:00
28777,67.0,64.53993,2014-04-15 04:00:00
28778,69.0,75.71736,2014-04-15 05:00:00
28779,78.0,74.32911,2014-04-15 06:00:00
28780,83.0,84.99692,2014-04-15 07:00:00
28781,105.0,92.86194,2014-04-15 08:00:00
28782,112.0,113.128265,2014-04-15 09:00:00
28783,104.0,116.50928,2014-04-15 10:00:00
28784,103.0,103.96321,2014-04-15 11:00:00
28785,93.0,105.68485,2014-04-15 12:00:00
28786,106.0,97.31363,2014-04-15 13:00:00
28787,53.0,106.251976,2014-04-15 14:00:00
28788,54.0,49.24628,2014-04-15 15:00:00
28789,48.0,57.54466,2014-04-15 16:00:00
28790,38.0,52.95145,2014-04-15 17:00:00
28791,40.0,44.741405,2014-04-15 18:00:00
28792,34.0,47.686657,2014-04-15 19:00:00
28793,47.0,39.139526,2014-04-15 20:00:00
28794,54.0,53.13932,2014-04-15 21:00:00
28795,65.0,60.78608,2014-04-15 22:00:00
28796,41.0,70.69599,2014-04-15 23:00:00
28797,39.0,50.008057,2014-04-16 00:00:00
28798,35.0,50.086285,2014-04-16 01:00:00
28799,51.0,41.884163,2014-04-16 02:00:00
28800,54.0,58.848213,2014-04-16 03:00:00
28801,69.0,61.63722,2014-04-16 04:00:00
28802,59.0,83.78346,2014-04-16 05:00:00
28803,51.0,70.502075,2014-04-16 06:00:00
28804,45.0,61.78383,2014-04-16 07:00:00
28805,44.0,55.843132,2014-04-16 08:00:00
28806,52.0,53.705563,2014-04-16 09:00:00
28807,52.0,58.87057,2014-04-16 10:00:00
28808,47.0,56.37877,2014-04-16 11:00:00
28809,51.0,52.76253,2014-04-16 12:00:00
28810,85.0,63.586716,2014-04-16 13:00:00
28811,80.0,97.95578,2014-04-16 14:00:00
28812,62.0,92.551544,2014-04-16 15:00:00
28813,57.0,74.49827,2014-04-16 16:00:00
28814,56.0,68.05273,2014-04-16 17:00:00
28815,67.0,66.99986,2014-04-16 18:00:00
28816,96.0,74.27729,2014-04-16 19:00:00
28817,91.0,104.60002,2014-04-16 20:00:00
28818,84.0,96.49544,2014-04-16 21:00:00
28819,101.0,90.99297,2014-04-16 22:00:00
28820,134.0,113.670616,2014-04-16 23:00:00
28821,127.0,147.58556,2014-04-17 00:00:00
28822,123.0,134.99196,2014-04-17 01:00:00
28823,112.0,130.27112,2014-04-17 02:00:00
28824,109.0,114.34211,2014-04-17 03:00:00
28825,145.0,113.076065,2014-04-17 04:00:00
28826,124.0,151.21443,2014-04-17 05:00:00
28827,107.0,131.4414,2014-04-17 06:00:00
28828,109.0,115.45896,2014-04-17 07:00:00
28829,110.0,111.93116,2014-04-17 08:00:00
28830,116.0,110.06329,2014-04-17 09:00:00
28831,105.0,107.41311,2014-04-17 10:00:00
28832,93.0,94.29698,2014-04-17 11:00:00
28833,106.0,88.278015,2014-04-17 12:00:00
28834,103.0,102.88728,2014-04-17 13:00:00
28835,102.0,96.76977,2014-04-17 14:00:00
28836,101.0,102.462585,2014-04-17 15:00:00
28837,101.0,103.68786,2014-04-17 16:00:00
28838,117.0,105.93582,2014-04-17 17:00:00
28839,131.0,122.06878,2014-04-17 18:00:00
28840,128.0,138.59604,2014-04-17 19:00:00
28841,127.0,132.68599,2014-04-17 20:00:00
28842,141.0,131.096,2014-04-17 21:00:00
28843,137.0,146.331,2014-04-17 22:00:00
28844,151.0,140.65363,2014-04-17 23:00:00
28845,152.0,155.7536,2014-04-18 00:00:00
28846,148.0,155.56253,2014-04-18 01:00:00
28847,151.0,151.20287,2014-04-18 02:00:00
28848,156.0,154.98486,2014-04-18 03:00:00
28849,143.0,159.56021,2014-04-18 04:00:00
28850,141.0,147.96951,2014-04-18 05:00:00
28851,140.0,143.28738,2014-04-18 06:00:00
28852,150.0,134.41829,2014-04-18 07:00:00
28853,162.0,150.47961,2014-04-18 08:00:00
28854,171.0,168.10304,2014-04-18 09:00:00
28855,179.0,179.56152,2014-04-18 10:00:00
28856,193.0,188.73827,2014-04-18 11:00:00
28857,170.0,203.25708,2014-04-18 12:00:00
28858,167.0,174.3236,2014-04-18 13:00:00
28859,158.0,170.17255,2014-04-18 14:00:00
28860,158.0,158.73128,2014-04-18 15:00:00
28861,176.0,160.39621,2014-04-18 16:00:00
28862,162.0,180.5944,2014-04-18 17:00:00
28863,153.0,162.99953,2014-04-18 18:00:00
28864,129.0,154.90994,2014-04-18 19:00:00
28865,92.0,125.38294,2014-04-18 20:00:00
28866,83.0,89.659775,2014-04-18 21:00:00
28867,74.0,84.82146,2014-04-18 22:00:00
28868,86.0,75.71535,2014-04-18 23:00:00
28869,83.0,89.16018,2014-04-19 00:00:00
28870,84.0,86.58527,2014-04-19 01:00:00
28871,84.0,92.873924,2014-04-19 02:00:00
28872,77.0,92.05114,2014-04-19 03:00:00
28873,75.0,86.42807,2014-04-19 04:00:00
28874,64.0,85.551765,2014-04-19 05:00:00
28875,59.0,72.691376,2014-04-19 06:00:00
28876,59.0,64.29583,2014-04-19 07:00:00
28877,72.0,62.09726,2014-04-19 08:00:00
28878,69.0,77.18353,2014-04-19 09:00:00
28879,69.0,72.39011,2014-04-19 10:00:00
28880,56.0,71.984146,2014-04-19 11:00:00
28881,44.0,53.65818,2014-04-19 12:00:00
28882,48.0,43.51772,2014-04-19 13:00:00
28883,40.0,50.925354,2014-04-19 14:00:00
28884,46.0,46.262505,2014-04-19 15:00:00
28885,55.0,52.59277,2014-04-19 16:00:00
28886,57.0,59.44096,2014-04-19 17:00:00
28887,52.0,61.57743,2014-04-19 18:00:00
28888,55.0,56.7629,2014-04-19 19:00:00
28889,59.0,62.563705,2014-04-19 20:00:00
28890,67.0,65.876366,2014-04-19 21:00:00
28891,72.0,73.12003,2014-04-19 22:00:00
28892,78.0,81.94719,2014-04-19 23:00:00
28893,95.0,85.81702,2014-04-20 00:00:00
28894,105.0,105.99901,2014-04-20 01:00:00
28895,112.0,109.91755,2014-04-20 02:00:00
28896,128.0,108.14571,2014-04-20 03:00:00
28897,127.0,130.83553,2014-04-20 04:00:00
28898,128.0,132.19171,2014-04-20 05:00:00
28899,121.0,132.40375,2014-04-20 06:00:00
28900,84.0,119.902084,2014-04-20 07:00:00
28901,87.0,77.07328,2014-04-20 08:00:00
28902,64.0,81.3447,2014-04-20 09:00:00
28903,52.0,57.84082,2014-04-20 10:00:00
28904,30.0,47.52694,2014-04-20 11:00:00
28905,23.0,26.41626,2014-04-20 12:00:00
28906,22.0,21.468904,2014-04-20 13:00:00
28907,17.0,24.880783,2014-04-20 14:00:00
28908,22.0,26.795591,2014-04-20 15:00:00
28909,33.0,32.76436,2014-04-20 16:00:00
28910,43.0,41.60737,2014-04-20 17:00:00
28911,49.0,51.193417,2014-04-20 18:00:00
28912,56.0,60.664734,2014-04-20 19:00:00
28913,59.0,65.80787,2014-04-20 20:00:00
28914,69.0,66.90889,2014-04-20 21:00:00
28915,59.0,76.85867,2014-04-20 22:00:00
28916,72.0,65.93252,2014-04-20 23:00:00
28917,76.0,77.980545,2014-04-21 00:00:00
28918,90.0,75.32347,2014-04-21 01:00:00
28919,91.0,97.26748,2014-04-21 02:00:00
28920,90.0,94.79371,2014-04-21 03:00:00
28921,91.0,89.31501,2014-04-21 04:00:00
28922,66.0,88.53784,2014-04-21 05:00:00
28923,46.0,62.529865,2014-04-21 06:00:00
28924,49.0,43.75745,2014-04-21 07:00:00
28925,48.0,54.28148,2014-04-21 08:00:00
28926,45.0,54.928864,2014-04-21 09:00:00
28927,44.0,50.164413,2014-04-21 10:00:00
28928,39.0,45.990257,2014-04-21 11:00:00
28929,23.0,38.863033,2014-04-21 12:00:00
28930,26.0,23.629969,2014-04-21 13:00:00
28931,24.0,35.74585,2014-04-21 14:00:00
28932,25.0,37.548317,2014-04-21 15:00:00
28933,30.0,37.27368,2014-04-21 16:00:00
28934,44.0,39.918255,2014-04-21 17:00:00
28935,30.0,54.247047,2014-04-21 18:00:00
28936,32.0,38.43705,2014-04-21 19:00:00
28937,36.0,43.02122,2014-04-21 20:00:00
28938,43.0,45.27929,2014-04-21 21:00:00
28939,66.0,57.149025,2014-04-21 22:00:00
28940,68.0,75.75424,2014-04-21 23:00:00
28941,73.0,82.11295,2014-04-22 00:00:00
28942,90.0,83.36138,2014-04-22 01:00:00
28943,106.0,98.80298,2014-04-22 02:00:00
28944,102.0,109.80126,2014-04-22 03:00:00
28945,66.0,102.06559,2014-04-22 04:00:00
28946,65.0,62.352562,2014-04-22 05:00:00
28947,52.0,63.745617,2014-04-22 06:00:00
28948,68.0,49.168167,2014-04-22 07:00:00
28949,104.0,66.61813,2014-04-22 08:00:00
28950,84.0,98.903915,2014-04-22 09:00:00
28951,42.0,76.09994,2014-04-22 10:00:00
28952,36.0,35.65564,2014-04-22 11:00:00
28953,56.0,41.202408,2014-04-22 12:00:00
28954,51.0,69.44519,2014-04-22 13:00:00
28955,170.0,63.46917,2014-04-22 14:00:00
28956,87.0,188.47714,2014-04-22 15:00:00
28957,55.0,83.285095,2014-04-22 16:00:00
28958,107.0,60.75086,2014-04-22 17:00:00
28959,105.0,119.855774,2014-04-22 18:00:00
28960,66.0,112.321686,2014-04-22 19:00:00
28961,73.0,70.265755,2014-04-22 20:00:00
28962,76.0,82.77593,2014-04-22 21:00:00
28963,60.0,85.01107,2014-04-22 22:00:00
28964,64.0,65.6293,2014-04-22 23:00:00
28965,73.0,73.92542,2014-04-23 00:00:00
28966,81.0,82.490616,2014-04-23 01:00:00
28967,88.0,90.032555,2014-04-23 02:00:00
28968,98.0,96.143745,2014-04-23 03:00:00
28969,99.0,106.12215,2014-04-23 04:00:00
28970,99.0,105.72967,2014-04-23 05:00:00
28971,108.0,105.43726,2014-04-23 06:00:00
28972,129.0,115.20981,2014-04-23 07:00:00
28973,136.0,136.28598,2014-04-23 08:00:00
28974,151.0,140.00247,2014-04-23 09:00:00
28975,162.0,155.54909,2014-04-23 10:00:00
28976,164.0,166.75223,2014-04-23 11:00:00
28977,174.0,166.47302,2014-04-23 12:00:00
28978,185.0,177.5273,2014-04-23 13:00:00
28979,168.0,189.1498,2014-04-23 14:00:00
28980,154.0,168.4615,2014-04-23 15:00:00
28981,143.0,154.46681,2014-04-23 16:00:00
28982,139.0,143.44487,2014-04-23 17:00:00
28983,126.0,144.34688,2014-04-23 18:00:00
28984,98.0,130.23026,2014-04-23 19:00:00
28985,101.0,101.64882,2014-04-23 20:00:00
28986,71.0,110.37022,2014-04-23 21:00:00
28987,73.0,78.567696,2014-04-23 22:00:00
28988,80.0,82.29419,2014-04-23 23:00:00
28989,82.0,88.279785,2014-04-24 00:00:00
28990,76.0,89.97432,2014-04-24 01:00:00
28991,84.0,82.99783,2014-04-24 02:00:00
28992,89.0,91.53636,2014-04-24 03:00:00
28993,91.0,97.09077,2014-04-24 04:00:00
28994,96.0,97.779564,2014-04-24 05:00:00
28995,107.0,102.429474,2014-04-24 06:00:00
28996,109.0,113.7268,2014-04-24 07:00:00
28997,112.0,114.30382,2014-04-24 08:00:00
28998,119.0,116.29655,2014-04-24 09:00:00
28999,122.0,123.369835,2014-04-24 10:00:00
29000,125.0,125.56431,2014-04-24 11:00:00
29001,121.0,132.51086,2014-04-24 12:00:00
29002,128.0,131.86693,2014-04-24 13:00:00
29003,135.0,139.95036,2014-04-24 14:00:00
29004,136.0,141.83429,2014-04-24 15:00:00
29005,121.0,140.04301,2014-04-24 16:00:00
29006,117.0,123.68933,2014-04-24 17:00:00
29007,105.0,121.91387,2014-04-24 18:00:00
29008,100.0,109.18662,2014-04-24 19:00:00
29009,117.0,106.342766,2014-04-24 20:00:00
29010,118.0,125.778755,2014-04-24 21:00:00
29011,121.0,129.61978,2014-04-24 22:00:00
29012,140.0,128.83945,2014-04-24 23:00:00
29013,139.0,147.39232,2014-04-25 00:00:00
29014,136.0,142.25899,2014-04-25 01:00:00
29015,143.0,144.10968,2014-04-25 02:00:00
29016,155.0,150.92044,2014-04-25 03:00:00
29017,141.0,165.90222,2014-04-25 04:00:00
29018,110.0,146.32193,2014-04-25 05:00:00
29019,118.0,112.669136,2014-04-25 06:00:00
29020,124.0,118.38062,2014-04-25 07:00:00
29021,135.0,121.61859,2014-04-25 08:00:00
29022,156.0,134.32083,2014-04-25 09:00:00
29023,163.0,159.7901,2014-04-25 10:00:00
29024,167.0,168.473,2014-04-25 11:00:00
29025,169.0,176.69238,2014-04-25 12:00:00
29026,177.0,180.52742,2014-04-25 13:00:00
29027,131.0,188.64423,2014-04-25 14:00:00
29028,102.0,132.74654,2014-04-25 15:00:00
29029,90.0,102.79362,2014-04-25 16:00:00
29030,96.0,93.78045,2014-04-25 17:00:00
29031,112.0,100.4178,2014-04-25 18:00:00
29032,101.0,112.262344,2014-04-25 19:00:00
29033,101.0,98.28806,2014-04-25 20:00:00
29034,104.0,97.07726,2014-04-25 21:00:00
29035,92.0,100.86692,2014-04-25 22:00:00
29036,55.0,91.451904,2014-04-25 23:00:00
29037,27.0,50.93058,2014-04-26 00:00:00
29038,30.0,21.923704,2014-04-26 01:00:00
29039,27.0,24.745014,2014-04-26 02:00:00
29040,21.0,19.609715,2014-04-26 03:00:00
29041,25.0,13.199933,2014-04-26 04:00:00
29042,23.0,17.62727,2014-04-26 05:00:00
29043,28.0,22.409954,2014-04-26 06:00:00
29044,29.0,25.56229,2014-04-26 07:00:00
29045,31.0,27.28377,2014-04-26 08:00:00
29046,38.0,29.62592,2014-04-26 09:00:00
29047,39.0,34.71523,2014-04-26 10:00:00
29048,61.0,30.88078,2014-04-26 11:00:00
29049,42.0,53.677826,2014-04-26 12:00:00
29050,47.0,36.00439,2014-04-26 13:00:00
29051,52.0,51.070614,2014-04-26 14:00:00
29052,47.0,63.393215,2014-04-26 15:00:00
29053,42.0,59.435837,2014-04-26 16:00:00
29054,48.0,50.580647,2014-04-26 17:00:00
29055,52.0,60.67617,2014-04-26 18:00:00
29056,48.0,62.086525,2014-04-26 19:00:00
29057,59.0,54.560974,2014-04-26 20:00:00
29058,48.0,66.42556,2014-04-26 21:00:00
29059,35.0,53.862537,2014-04-26 22:00:00
29060,41.0,40.651096,2014-04-26 23:00:00
29061,36.0,52.115314,2014-04-27 00:00:00
29062,41.0,44.645985,2014-04-27 01:00:00
29063,49.0,47.432884,2014-04-27 02:00:00
29064,59.0,51.78285,2014-04-27 03:00:00
29065,72.0,66.169106,2014-04-27 04:00:00
29066,80.0,79.11939,2014-04-27 05:00:00
29067,58.0,82.50706,2014-04-27 06:00:00
29068,46.0,54.71281,2014-04-27 07:00:00
29069,54.0,43.218567,2014-04-27 08:00:00
29070,43.0,49.640953,2014-04-27 09:00:00
29071,35.0,35.272766,2014-04-27 10:00:00
29072,39.0,28.653069,2014-04-27 11:00:00
29073,20.0,31.550333,2014-04-27 12:00:00
29074,78.0,12.361162,2014-04-27 13:00:00
29075,72.0,70.42097,2014-04-27 14:00:00
29076,84.0,62.61713,2014-04-27 15:00:00
29077,55.0,83.815895,2014-04-27 16:00:00
29078,77.0,59.442852,2014-04-27 17:00:00
29079,135.0,92.11896,2014-04-27 18:00:00
29080,76.0,149.59511,2014-04-27 19:00:00
29081,75.0,74.32034,2014-04-27 20:00:00
29082,98.0,80.557686,2014-04-27 21:00:00
29083,116.0,107.050865,2014-04-27 22:00:00
29084,106.0,124.78236,2014-04-27 23:00:00
29085,48.0,109.302666,2014-04-28 00:00:00
29086,37.0,45.0643,2014-04-28 01:00:00
29087,39.0,44.282417,2014-04-28 02:00:00
29088,38.0,47.6296,2014-04-28 03:00:00
29089,64.0,44.576954,2014-04-28 04:00:00
29090,73.0,74.515434,2014-04-28 05:00:00
29091,73.0,86.293846,2014-04-28 06:00:00
29092,80.0,80.84764,2014-04-28 07:00:00
29093,86.0,80.75779,2014-04-28 08:00:00
29094,106.0,80.68634,2014-04-28 09:00:00
29095,132.0,100.62748,2014-04-28 10:00:00
29096,101.0,124.82852,2014-04-28 11:00:00
29097,68.0,94.277695,2014-04-28 12:00:00
29098,51.0,62.914684,2014-04-28 13:00:00
29099,47.0,58.982483,2014-04-28 14:00:00
29100,41.0,61.071495,2014-04-28 15:00:00
29101,42.0,53.07784,2014-04-28 16:00:00
29102,49.0,50.0316,2014-04-28 17:00:00
29103,58.0,54.6544,2014-04-28 18:00:00
29104,63.0,66.32528,2014-04-28 19:00:00
29105,67.0,72.90601,2014-04-28 20:00:00
29106,72.0,75.81189,2014-04-28 21:00:00
29107,105.0,84.330574,2014-04-28 22:00:00
29108,86.0,124.365906,2014-04-28 23:00:00
29109,81.0,96.51744,2014-04-29 00:00:00
29110,92.0,88.56479,2014-04-29 01:00:00
29111,93.0,96.501015,2014-04-29 02:00:00
29112,105.0,97.94006,2014-04-29 03:00:00
29113,94.0,110.15819,2014-04-29 04:00:00
29114,91.0,94.774254,2014-04-29 05:00:00
29115,83.0,95.513016,2014-04-29 06:00:00
29116,96.0,83.92134,2014-04-29 07:00:00
29117,113.0,100.25148,2014-04-29 08:00:00
29118,121.0,117.91103,2014-04-29 09:00:00
29119,136.0,131.5182,2014-04-29 10:00:00
29120,132.0,149.06631,2014-04-29 11:00:00
29121,133.0,139.07306,2014-04-29 12:00:00
29122,136.0,141.8353,2014-04-29 13:00:00
29123,111.0,143.6638,2014-04-29 14:00:00
29124,106.0,113.64632,2014-04-29 15:00:00
29125,104.0,109.27378,2014-04-29 16:00:00
29126,98.0,109.33389,2014-04-29 17:00:00
29127,99.0,103.43789,2014-04-29 18:00:00
29128,90.0,107.08913,2014-04-29 19:00:00
29129,95.0,97.54717,2014-04-29 20:00:00
29130,105.0,103.45296,2014-04-29 21:00:00
29131,99.0,113.76049,2014-04-29 22:00:00
29132,102.0,105.5581,2014-04-29 23:00:00
29133,103.0,109.42369,2014-04-30 00:00:00
29134,89.0,110.46727,2014-04-30 01:00:00
29135,89.0,94.95595,2014-04-30 02:00:00
29136,94.0,96.88477,2014-04-30 03:00:00
29137,97.0,105.962875,2014-04-30 04:00:00
29138,100.0,103.696075,2014-04-30 05:00:00
29139,111.0,97.08295,2014-04-30 06:00:00
29140,115.0,102.03364,2014-04-30 07:00:00
29141,146.0,103.9478,2014-04-30 08:00:00
29142,156.0,146.88554,2014-04-30 09:00:00
29143,221.0,159.60757,2014-04-30 10:00:00
29144,170.0,238.10548,2014-04-30 11:00:00
29145,135.0,168.48952,2014-04-30 12:00:00
29146,98.0,138.09065,2014-04-30 13:00:00
29147,86.0,102.204666,2014-04-30 14:00:00
29148,81.0,93.53025,2014-04-30 15:00:00
29149,79.0,88.79051,2014-04-30 16:00:00
29150,153.0,87.80456,2014-04-30 17:00:00
29151,119.0,167.01402,2014-04-30 18:00:00
29152,94.0,122.00391,2014-04-30 19:00:00
29153,91.0,99.88345,2014-04-30 20:00:00
29154,90.0,101.00876,2014-04-30 21:00:00
29155,90.0,97.48477,2014-04-30 22:00:00
29156,87.0,97.765945,2014-04-30 23:00:00
29157,94.0,95.11035,2014-05-01 00:00:00
29158,97.0,103.4858,2014-05-01 01:00:00
29159,107.0,105.47774,2014-05-01 02:00:00
29160,112.0,116.214035,2014-05-01 03:00:00
29161,152.0,120.796745,2014-05-01 04:00:00
29162,129.0,162.1606,2014-05-01 05:00:00
29163,135.0,132.70973,2014-05-01 06:00:00
29164,135.0,140.95444,2014-05-01 07:00:00
29165,150.0,139.76396,2014-05-01 08:00:00
29166,162.0,155.2523,2014-05-01 09:00:00
29167,155.0,167.06323,2014-05-01 10:00:00
29168,143.0,162.8113,2014-05-01 11:00:00
29169,144.0,150.02469,2014-05-01 12:00:00
29170,158.0,151.84583,2014-05-01 13:00:00
29171,202.0,165.77869,2014-05-01 14:00:00
29172,143.0,211.20079,2014-05-01 15:00:00
29173,147.0,140.20332,2014-05-01 16:00:00
29174,136.0,151.80772,2014-05-01 17:00:00
29175,130.0,135.03603,2014-05-01 18:00:00
29176,68.0,125.19812,2014-05-01 19:00:00
29177,113.0,65.57513,2014-05-01 20:00:00
29178,54.0,111.89587,2014-05-01 21:00:00
29179,51.0,49.13755,2014-05-01 22:00:00
29180,48.0,50.78554,2014-05-01 23:00:00
29181,47.0,46.882984,2014-05-02 00:00:00
29182,44.0,46.09261,2014-05-02 01:00:00
29183,34.0,44.26989,2014-05-02 02:00:00
29184,28.0,34.444386,2014-05-02 03:00:00
29185,34.0,29.101013,2014-05-02 04:00:00
29186,34.0,35.45654,2014-05-02 05:00:00
29187,25.0,34.301804,2014-05-02 06:00:00
29188,26.0,25.3636,2014-05-02 07:00:00
29189,39.0,25.798721,2014-05-02 08:00:00
29190,52.0,37.441795,2014-05-02 09:00:00
29191,54.0,48.859463,2014-05-02 10:00:00
29192,50.0,49.342636,2014-05-02 11:00:00
29193,50.0,45.529163,2014-05-02 12:00:00
29194,60.0,46.182552,2014-05-02 13:00:00
29195,59.0,58.151974,2014-05-02 14:00:00
29196,49.0,55.646458,2014-05-02 15:00:00
29197,37.0,46.94687,2014-05-02 16:00:00
29198,32.0,38.350784,2014-05-02 17:00:00
29199,24.0,33.419846,2014-05-02 18:00:00
29200,17.0,26.519423,2014-05-02 19:00:00
29201,21.0,19.873224,2014-05-02 20:00:00
29202,27.0,30.083729,2014-05-02 21:00:00
29203,27.0,33.301888,2014-05-02 22:00:00
29204,42.0,33.03203,2014-05-02 23:00:00
29205,42.0,55.896725,2014-05-03 00:00:00
29206,55.0,57.576015,2014-05-03 01:00:00
29207,48.0,68.8458,2014-05-03 02:00:00
29208,40.0,52.816696,2014-05-03 03:00:00
29209,42.0,37.341145,2014-05-03 04:00:00
29210,39.0,47.918274,2014-05-03 05:00:00
29211,64.0,42.342983,2014-05-03 06:00:00
29212,88.0,73.63026,2014-05-03 07:00:00
29213,104.0,96.737274,2014-05-03 08:00:00
29214,122.0,116.47756,2014-05-03 09:00:00
29215,167.0,133.31807,2014-05-03 10:00:00
29216,116.0,177.72855,2014-05-03 11:00:00
29217,121.0,115.004974,2014-05-03 12:00:00
29218,113.0,122.706604,2014-05-03 13:00:00
29219,90.0,115.58551,2014-05-03 14:00:00
29220,59.0,92.583374,2014-05-03 15:00:00
29221,66.0,57.077904,2014-05-03 16:00:00
29222,95.0,62.0839,2014-05-03 17:00:00
29223,104.0,90.73521,2014-05-03 18:00:00
29224,117.0,99.42291,2014-05-03 19:00:00
29225,96.0,111.914024,2014-05-03 20:00:00
29226,50.0,92.07347,2014-05-03 21:00:00
29227,50.0,45.789185,2014-05-03 22:00:00
29228,48.0,48.902702,2014-05-03 23:00:00
29229,52.0,48.962887,2014-05-04 00:00:00
29230,39.0,52.25913,2014-05-04 01:00:00
29231,35.0,37.685436,2014-05-04 02:00:00
29232,50.0,34.30251,2014-05-04 03:00:00
29233,38.0,49.675224,2014-05-04 04:00:00
29234,41.0,37.16806,2014-05-04 05:00:00
29235,46.0,41.068344,2014-05-04 06:00:00
29236,51.0,45.35177,2014-05-04 07:00:00
29237,51.0,48.674805,2014-05-04 08:00:00
29238,59.0,46.874107,2014-05-04 09:00:00
29239,57.0,53.231083,2014-05-04 10:00:00
29240,56.0,50.47642,2014-05-04 11:00:00
29241,46.0,51.57721,2014-05-04 12:00:00
29242,50.0,41.738598,2014-05-04 13:00:00
29243,52.0,48.505703,2014-05-04 14:00:00
29244,49.0,50.28724,2014-05-04 15:00:00
29245,43.0,45.343624,2014-05-04 16:00:00
29246,43.0,39.266808,2014-05-04 17:00:00
29247,32.0,40.77665,2014-05-04 18:00:00
29248,26.0,31.316715,2014-05-04 19:00:00
29249,31.0,25.352112,2014-05-04 20:00:00
29250,32.0,32.263073,2014-05-04 21:00:00
29251,46.0,33.850296,2014-05-04 22:00:00
29252,98.0,51.294952,2014-05-04 23:00:00
29253,67.0,104.183624,2014-05-05 00:00:00
29254,82.0,80.80536,2014-05-05 01:00:00
29255,65.0,93.05902,2014-05-05 02:00:00
29256,85.0,75.050835,2014-05-05 03:00:00
29257,63.0,93.29994,2014-05-05 04:00:00
29258,48.0,66.30194,2014-05-05 05:00:00
29259,36.0,49.80346,2014-05-05 06:00:00
29260,44.0,36.351673,2014-05-05 07:00:00
29261,49.0,40.282852,2014-05-05 08:00:00
29262,35.0,44.524258,2014-05-05 09:00:00
29263,39.0,30.79399,2014-05-05 10:00:00
29264,52.0,36.517548,2014-05-05 11:00:00
29265,31.0,56.00647,2014-05-05 12:00:00
29266,39.0,38.11696,2014-05-05 13:00:00
29267,36.0,53.51465,2014-05-05 14:00:00
29268,33.0,45.528046,2014-05-05 15:00:00
29269,33.0,36.98003,2014-05-05 16:00:00
29270,38.0,38.958736,2014-05-05 17:00:00
29271,32.0,44.817585,2014-05-05 18:00:00
29272,39.0,40.51035,2014-05-05 19:00:00
29273,38.0,48.741,2014-05-05 20:00:00
29274,34.0,48.453983,2014-05-05 21:00:00
29275,50.0,42.615067,2014-05-05 22:00:00
29276,59.0,58.520008,2014-05-05 23:00:00
29277,59.0,72.646194,2014-05-06 00:00:00
29278,56.0,68.60222,2014-05-06 01:00:00
29279,63.0,64.153694,2014-05-06 02:00:00
29280,72.0,70.928,2014-05-06 03:00:00
29281,71.0,78.43928,2014-05-06 04:00:00
29282,75.0,79.77969,2014-05-06 05:00:00
29283,71.0,87.17576,2014-05-06 06:00:00
29284,61.0,83.24211,2014-05-06 07:00:00
29285,93.0,66.30707,2014-05-06 08:00:00
29286,97.0,96.46296,2014-05-06 09:00:00
29287,110.0,98.675255,2014-05-06 10:00:00
29288,95.0,114.6571,2014-05-06 11:00:00
29289,103.0,101.24763,2014-05-06 12:00:00
29290,123.0,113.19161,2014-05-06 13:00:00
29291,138.0,136.51917,2014-05-06 14:00:00
29292,111.0,147.61038,2014-05-06 15:00:00
29293,110.0,116.738,2014-05-06 16:00:00
29294,108.0,117.56347,2014-05-06 17:00:00
29295,106.0,115.03679,2014-05-06 18:00:00
29296,108.0,117.81145,2014-05-06 19:00:00
29297,120.0,123.89873,2014-05-06 20:00:00
29298,154.0,131.01872,2014-05-06 21:00:00
29299,134.0,158.08905,2014-05-06 22:00:00
29300,133.0,138.13005,2014-05-06 23:00:00
29301,124.0,141.91225,2014-05-07 00:00:00
29302,126.0,136.20631,2014-05-07 01:00:00
29303,127.0,140.70053,2014-05-07 02:00:00
29304,132.0,142.95898,2014-05-07 03:00:00
29305,132.0,140.5171,2014-05-07 04:00:00
29306,135.0,127.486725,2014-05-07 05:00:00
29307,159.0,127.478065,2014-05-07 06:00:00
29308,151.0,164.21735,2014-05-07 07:00:00
29309,148.0,151.59521,2014-05-07 08:00:00
29310,140.0,144.86046,2014-05-07 09:00:00
29311,105.0,129.27835,2014-05-07 10:00:00
29312,85.0,95.929924,2014-05-07 11:00:00
29313,84.0,77.33709,2014-05-07 12:00:00
29314,114.0,78.53617,2014-05-07 13:00:00
29315,112.0,109.23708,2014-05-07 14:00:00
29316,111.0,104.25308,2014-05-07 15:00:00
29317,36.0,104.71033,2014-05-07 16:00:00
29318,12.0,31.098793,2014-05-07 17:00:00
29319,12.0,13.642243,2014-05-07 18:00:00
29320,15.0,16.313393,2014-05-07 19:00:00
29321,23.0,19.44114,2014-05-07 20:00:00
